Satoshi-Rial;2023-10-22 18:14:19;TON;-1810.0266
CentSecurity;2023-10-22 18:18:19;GBP;-869.7110
Cryptoemotions;2023-10-22 18:20:19;JPY;-133169.0303
DizzyCrypto;2023-10-22 18:29:16;ADA;-14596.4836
Cryptoemotions;2023-10-22 18:39:14;SGD;6507.1075
CryptoSly;2023-10-22 18:39:37;BNB;-12.6226
_CoinLaundry_;2023-10-22 18:41:32;LEO;-1109.3952
Cash4Crypto;2023-10-22 18:44:45;XRP;-7562.4246
Clutch.Coin;2023-10-22 18:48:38;USD;-6078.1776
SatoshiStaff;2023-10-22 18:52:04;USD;-2657.1770
CryptoSly;2023-10-22 18:56:32;GBP;-5626.1528
DizzyCrypto;2023-10-22 19:03:30;CNY;36549.4424
CryptoAbsolute;2023-10-22 19:09:16;GBP;7567.6564
CryptoCollective;2023-10-22 19:16:04;DOT;816.1408
Cryptoemotions;2023-10-22 19:25:47;IMX;-1743.6311
TopCrypto;2023-10-22 19:33:36;APT;800.2597
BumbleBee;2023-10-22 19:36:34;EUR;4887.3720
CryptoSly;2023-10-22 19:45:05;JPY;34339.9883
Satoshi-Rial;2023-10-22 19:49:51;CNY;55629.0013
Vox_Ledger;2023-10-22 19:57:19;SEK;7039.4685
LiabilityLedger;2023-10-22 20:03:45;ADA;5785.3214
CryptoAbsolute;2023-10-22 20:08:44;GBP;4799.0474
CentSecurity;2023-10-22 20:18:11;SEK;-104819.5804
ExpeditedExchange;2023-10-22 20:22:33;LTC;88.7415
SatoshiStaff;2023-10-22 20:29:12;SGD;-2861.7880
SatoshiStaff;2023-10-22 20:34:50;SGD;7505.7810
ExpeditedExchange;2023-10-22 20:40:47;IMX;1869.0062
BumbleBee;2023-10-22 20:49:46;SGD;11920.6596
TopCrypto;2023-10-22 20:59:00;ADA;14153.1949
Cryptowall;2023-10-22 21:00:32;SEK;-103419.4318
Cryptoemotions;2023-10-22 21:01:44;BTC;-0.1513
_CoinLaundry_;2023-10-22 21:05:55;IMX;-1735.9303
CryptoAbsolute;2023-10-22 21:08:43;CNY;36853.2192
Vox_Ledger;2023-10-22 21:10:26;BCH;26.5046
SatoshiStaff;2023-10-22 21:12:01;INJ;101.0102
Satoshi-Rial;2023-10-22 21:20:57;TON;-372.3713
SatoshiStaff;2023-10-22 21:23:39;EUR;-391.9891
CryptoAbsolute;2023-10-22 21:28:07;HKD;12460.5536
_CoinLaundry_;2023-10-22 21:29:03;JPY;912595.1785
Moneyish;2023-10-22 21:29:25;ICP;12.0002
BelCham;2023-10-22 21:34:11;EUR;2513.9909
LiabilityLedger;2023-10-22 21:34:24;IMX;-2140.2385
BelCham;2023-10-22 21:37:55;APT;194.4416
BumbleBee;2023-10-22 21:39:26;CNY;15392.5787
Crypto::Traders;2023-10-22 21:49:16;IMX;-3032.4200
CryptoAbsolute;2023-10-22 21:57:12;SOL;-37.5760
Clutch.Coin;2023-10-22 22:00:21;SEK;-5110.5294
TopCrypto;2023-10-22 22:05:42;ICP;602.4183
TopCrypto;2023-10-22 22:10:25;BTC;0.1528
Vox_Ledger;2023-10-22 22:13:05;DAI;-6998.5481
CryptoSly;2023-10-22 22:17:18;JPY;379722.5951
LiabilityLedger;2023-10-22 22:17:29;IMX;-2071.4756
CentSecurity;2023-10-22 22:20:11;TON;2115.2232
Cryptowall;2023-10-22 22:21:42;CHF;2402.7458
CryptoCollective;2023-10-22 22:25:37;LEO;404.5500
Clutch.Coin;2023-10-22 22:29:03;SEK;-50353.0923
Cryptowall;2023-10-22 22:35:10;HKD;-65661.7154
TopCrypto;2023-10-22 22:43:00;BTC;-0.1123
Satoshi-Rial;2023-10-22 22:51:09;BNB;6.0387
Moneyish;2023-10-22 22:59:34;UNI;996.0947
BumbleBee;2023-10-22 23:02:50;GBP;-1233.1130
BelCham;2023-10-22 23:04:05;JPY;-1315051.6683
CryptoCollective;2023-10-22 23:05:28;STX;-2500.0531
Vox_Ledger;2023-10-22 23:09:24;JPY;-469722.4430
Cryptowall;2023-10-22 23:13:34;CAD;11742.9038
Cryptowall;2023-10-22 23:19:32;DAI;9082.1304
Cash4Crypto;2023-10-22 23:23:07;INJ;39.4041
BumbleBee;2023-10-22 23:30:29;CNY;48119.9083
Satoshi-Rial;2023-10-22 23:40:04;UNI;-142.4166
TopCrypto;2023-10-22 23:45:33;BNB;-4.3945
Cash4Crypto;2023-10-22 23:49:54;SEK;-55009.3951
Vox_Ledger;2023-10-22 23:53:33;APT;390.7713
_CoinLaundry_;2023-10-22 23:59:40;IMX;-617.1712
SatoshiStaff;2023-10-23 00:08:56;BNB;-8.5518
Cryptoemotions;2023-10-23 00:16:13;CAD;4005.8065
Cryptoemotions;2023-10-23 00:17:43;EUR;-3993.7867
BumbleBee;2023-10-23 00:18:56;BTC;-0.1475
DizzyCrypto;2023-10-23 00:19:42;AUD;8695.3546
LiabilityLedger;2023-10-23 00:23:30;HKD;-36677.7468
Crypto::Traders;2023-10-23 00:32:38;SEK;16822.1904
Satoshi-Rial;2023-10-23 00:36:41;ETH;0.3447
Satoshi-Rial;2023-10-23 00:37:39;ETH;2.9932
DizzyCrypto;2023-10-23 00:40:33;EUR;-8671.2540
Cash4Crypto;2023-10-23 00:44:59;INJ;-215.0238
Cash4Crypto;2023-10-23 00:52:23;BTC;0.1245
CentSecurity;2023-10-23 00:53:14;SOL;49.3312
TopCrypto;2023-10-23 00:54:59;CNY;-3871.9184
ExpeditedExchange;2023-10-23 01:02:54;EUR;-7796.7553
Cash4Crypto;2023-10-23 01:05:06;LTC;-80.0613
CryptoAbsolute;2023-10-23 01:10:00;CHF;3297.2845
SatoshiStaff;2023-10-23 01:13:35;GBP;6806.2573
SatoshiStaff;2023-10-23 01:22:06;AUD;-8750.2822
Satoshi-Rial;2023-10-23 01:30:39;XLM;82555.8315
